Data Set 1:Wavelength(nm),Data Set 1:Absorbance,Data Set 2:Wavelength(nm),Data Set 2:Absorbance,6C QV AH UV:Wavelength(nm),6C QV AH UV:Absorbance,Data Set 4:Wavelength(nm),Data Set 4:Absorbance,Data Set 5:Wavelength(nm),Data Set 5:Absorbance
889.5,0.036,889.5,0.012,889.5,0.007,889.5,0.010,889.5,0.013
890.1,0.034,890.1,0.012,890.1,0.006,890.1,0.010,890.1,0.013
890.7,0.032,890.7,0.012,890.7,0.006,890.7,0.009,890.7,0.013
891.3,0.029,891.3,0.012,891.3,0.006,891.3,0.010,891.3,0.014
891.9,0.028,891.9,0.012,891.9,0.007,891.9,0.010,891.9,0.013
892.5,0.026,892.5,0.012,892.5,0.007,892.5,0.010,892.5,0.012
893.1,0.024,893.1,0.011,893.1,0.007,893.1,0.011,893.1,0.012
893.7,0.021,893.7,0.012,893.7,0.007,893.7,0.011,893.7,0.011
894.3,0.018,894.3,0.012,894.3,0.007,894.3,0.011,894.3,0.011
894.9,0.016,894.9,0.013,894.9,0.006,894.9,0.011,894.9,0.012
895.5,0.014,895.5,0.012,895.5,0.006,895.5,0.010,895.5,0.011
896.1,0.012,896.1,0.013,896.1,0.007,896.1,0.010,896.1,0.012
896.7,0.009,896.7,0.012,896.7,0.007,896.7,0.010,896.7,0.011
897.3,0.008,897.3,0.012,897.3,0.008,897.3,0.011,897.3,0.012
897.9,0.004,897.9,0.011,897.9,0.007,897.9,0.011,897.9,0.012
898.5,0.003,898.5,0.012,898.5,0.008,898.5,0.012,898.5,0.013
899.1,-0.001,899.1,0.011,899.1,0.006,899.1,0.011,899.1,0.012
899.7,-0.002,899.7,0.011,899.7,0.006,899.7,0.010,899.7,0.011
